relpath,dataset_source,class,duplicate_of,pixel_hash
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_112.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_112.jpg,87ee11e187e7de39df8cb016c613ee25f9a19f901b9ddfcdf10cb2d2e287302e
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_113.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_113.jpg,85406088a93c614f1e6ff146a52e64aa4ae17eb99a3ec72e9c5c452a55d652d8
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_114.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_114.jpg,3abc9ea04ad6cbdaa9e7776d63bf8e003b014b8e028da3e204fdb6249c275268
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_115.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_115.jpg,d3071feadca637643e15f357d40b39803ada3d40d5c3fe6aaeb5b27cea8c0e0a
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_116.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_116.jpg,b6921a510b4f04c0ba7785a83a2a2ccd2fca45d6640c1173e2dc400db595f839
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_117.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_117.jpg,365076f2a33c49c1ecabcb80f233fc138f92df63faa67f3cc3c942665ee21c3e
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_118.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_118.jpg,825b86a9ed0d9db480df55b1cc368efd9e0dea93a512ca567f5ae9a7cb14c890
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_119.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_119.jpg,fad86ecf9c5ed156c2138ea72d06435af06f2863e8326384c58eea368f29b227
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_12.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_12.jpg,4643618f1ea1cb89b19a950abd63cbcb18caeed15eceb8fdec9fbfb750cce9b6
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_120.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_120.jpg,7594ee660fa8a8a6aceb7ae2cc3322ab187695deb7c4c8377116acbcb0412fc7
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_121.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_121.jpg,99779c00f4f3a1c02a9b2bce9b6b04d6b10e2e89d088ea07af12c338a342b7df
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_122.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_122.jpg,17761ae859ddc0f6faebce20db8bdea448081417753244ee1f007c438676494f
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_123.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_123.jpg,7d5ddfbc0412f447e6e59fcfeec8c6914208ab356522c9f3d7228b5263529241
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_124.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_124.jpg,8a441e558a617b200aee70e42cad84eb9c040a2caf632f2aee702f26592ea2cb
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_125.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_125.jpg,7aeb7e3eed314d722bf39fb53a587292b67faad1bce349d5e501bc1c2b8f0139
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_126.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_126.jpg,e16d01a95848b4db562850e824dd328501080786d6999569df3be34acccdfc0c
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_127.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_127.jpg,af2bf5b8d5fbedd99532a7f84763a45acdccc1fccb50042b3479812f0fdaa26e
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_128.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_128.jpg,1273ad41448ac3c42c40f7515c0c32bd9192f1795ebae93704d1b0007acf3d54
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_129.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_129.jpg,c0ec868ba25ec46a37b6bb8933e6c0e934571340be4c2f69fcf57f69a1ef7dbe
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_13.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_13.jpg,2911d4d8928102ad5c096ce4c963fdf8919ec75232c30cf12fae0cb7844dcbca
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_130.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_130.jpg,400e1a5fb7b356ab819d5a129e9a45b828c2f45c07fd502cde45122e91568d64
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_131.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_131.jpg,a49a98022bde2f527022bcfe2967680e00d2792f5d4ee79b03d73f96ab199b5a
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_132.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_132.jpg,9be7725c347f0967135c3352da800e2d69bb31c64df9a58c70c457e272c19213
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_133.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_133.jpg,89f9dbeb7cda1a0a8ca4da99d2457e5d0388afac6ac29ea5ef0a6740290c1427
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_134.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_134.jpg,9dd42b62d3d43336a6d9dd8bf77170047493ee056d7f6f11a0a77987372e0d30
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_135.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_135.jpg,08c65574b8c44afaa927caa98e02e7619a02ac2899f0b3738e566f24609dccca
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_136.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_136.jpg,e84ef61f932213aed1ed3f48ea08bdfabace01628913123bf5cc97676e719b07
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_137.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_137.jpg,dfb7b92b599f50083ab6547911e170b7b82573fe0fe17bb0c25ae20c99f0c37e
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_138.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_138.jpg,5066079c8185ecc720c6299ad96ae5550fb0aa312f9bbf274a446557dd7f4e97
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_139.jpg,dataset3,osteopenia,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_139.jpg,ee2899d569cdf3e6d7c7857844b7c308da3bf95b2795bcd619c33477e8dc5117
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_14.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_14.jpg,64b9d71f5caa70c6cf19096bc387da871d269f8dc1b635c49c738b4b4433172c
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_140.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_140.jpg,3789d94e1f767f3491c9704b7cdc82092f09f5cac2c134a9210ee020cc250f2c
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_141.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_141.jpg,206947cb3c63d5b764881ba935b3f9dd5afafdaf5a1ee50cede25eeed5f8264c
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_142.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_142.jpg,6db695a4d1c172320904b531277c5c88c8aa9c1e51438e03f8ad6dd66cf3c59e
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_143.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_143.jpg,715a97464f808ee26ffedc63e1443b7f62cda033f7200f15a7fba6aeeeb1d186
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_144.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_144.jpg,896368e62cc2580f229c7e6237318f6980b4d440065396f1dc1c1290bb0018f8
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_145.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_145.jpg,1e2b1d43008c3d971712d6182d334f7d47c8063c8c3f115b13258fd5039823de
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_146.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_146.jpg,2a7c5cf7639143cdf2cac785d22f316f94ce579ee0d65212d14f85f58d2bb137
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_147.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_147.jpg,ddcbf6d1d5f0b15e7f88c750e7a3def6470f54a2bb217bebf4ee0f64f9044e36
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_148.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_148.jpg,a639a94127b4981c6995aa276d9f0da6db2e96a12dcb08bfbba34dd65a5f5d52
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_149.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_149.jpg,84f1f393cfc48ae750ad4f29ecfc1dc1a5299494a2ac755eca37917f881dac2c
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_15.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_15.jpg,99066a2137fd8639811cb516a1df69d852e896476ac7394edc078167011b9436
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_150.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_150.jpg,4b28d6a98c08c81f9577360aa68ea494fb7e99ec478e6ea19cbc69051debd5c3
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_151.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_151.jpg,254b0d7c59ce17454abd605ce8e31848966423c9e91c1d7bec7b26a08f49dcc2
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_152.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_152.jpg,638a479e3069577097da4a031d727d40f504de55d6f59159dfe5865a2cf2e5f2
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_153.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_153.jpg,7243dcb0eb72f7ffa051efda19521931e78708c246b4fea061166d5a41371352
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_154.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_154.jpg,5878b4086e20de371981ba5f24001a48d7fe10d2be6a9130c6aabb968bf348e8
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_155.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_155.jpg,8dd6b17ffe26d528489d9e02fdbeebefe84a1c306ed5a02c3db711bce7c2c14a
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_156.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_156.jpg,191fa9265664dc89236cf9e071070e64d32b466ef76ad9680f6c6c399fa13b3d
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_157.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_157.jpg,8c8ee1b1fbe0916d8e7aecb233d8a5d3a1ea880bf6c5ca0b1a066ac90a30b709
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_158.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_158.jpg,79e91f0020542054c6e46f75743ddbf9e6eb0837b44069a78359aef11ad3c045
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_159.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_159.jpg,ab3af9e41d35042afeb55fbe4239b86c141811614bbc2388e02d552539b9dc48
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_16.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_19.jpg,3f831f29515360aa168f5f2a17d41ac5e2b713b89bd5248d00bc84f982dddf6f
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_160.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_160.jpg,882fb32e013d69a29c44b303582638d08d054c135a96feaa1c2b8de63d6100ee
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_161.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_161.jpg,532d2e0daec31a8f229c79a2ed0faac16f3765c452b1c2476f97eaf7497e1fe4
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_162.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_162.jpg,0dbb123772b31ffcb1a144fab6f53257f9c45e177a26da79701ddc86101e69a8
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_163.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_163.jpg,01b693e4a5a796fe0364e51a764f771618a579453b823e9e6312ef163a375a29
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_164.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_164.jpg,cc98e0be3020553772bc96015aff40b0a4b82ac44c62467b8cc5be5ac013a1cc
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_165.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_165.jpg,c1eda34d47ed9f083cfd7a40e2b20cca7bd72470294b06a0c741ee00e45575f6
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_166.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_166.jpg,51cfba815933a8978378c03b2eaebff626a57d8f2123afca1eb057fbadf5d55b
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_167.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_167.jpg,b0832889f3155906ad4ff60bff6b2633731ea76de195ad6b7606547febb26edd
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_168.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_168.jpg,29d78de80f604d813a905ad4dbfc4439fff337b80f7c25e4274c394eddf880fa
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_169.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_169.jpg,e32f74e8fd7e1991bb0a4845267f4e4225f9203db4993b88e42628eb68e6157d
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_17.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_17.jpg,80c85b499895c7e468b5a1571a5c5c615070ead2f7b3578acef77ee7d9ff76e5
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_170.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_170.jpg,de81e95ba36c1a6c46e47c91e10d6e8d844696e8894213b656bf1752045649b9
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_171.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_171.jpg,ec1289b74bd9237a01072b5a010d0a5006afdcd612acc559e5ed36cead3dcf3b
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_172.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_129.jpg,c0ec868ba25ec46a37b6bb8933e6c0e934571340be4c2f69fcf57f69a1ef7dbe
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_173.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_173.jpg,445d5b48021a817f7726d2fabc8bbed4d0de4be1b9f35dd64c91a4e71915eedd
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_174.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_174.jpg,ddbed44c05e7adf3f55f313f0c8b7d981d778280061adbeebdd8d41691112fba
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_175.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_175.jpg,14ff6cf8eb04c1aa19c4c255b33d1c22dd9f6b3d33af9085cc390a2ffdbafa5f
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_176.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_176.jpg,b5bc440aaac178741077d4b4cd8f45cd30d7a93b7a3207cb8316d05932f4d6b5
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_177.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_186.jpg,8031e7a93340090bb498cebe7a9bae1e4a2a0cbf0742e372801863cfd84ad2ab
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_178.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_178.jpg,e1f73e9d425b85aa70e8d13c9b190aa39835a7d6b949e03b978992b92766d393
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_179.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_179.jpg,2e5e82f75eb5755a58d0ac980a8e01c86670bb2456962c6cec4e4008913a87d2
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_18.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_18.jpg,cff0f2aacad4ad17666ec8d5dc23b4e0b655cf86d1993c07ffdd099fa309afd7
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_180.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_180.jpg,73b54c8ae319d3f1ed81fc5172f59309855a435c71d9442f589452eba23be016
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_181.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_181.jpg,7f7b03462f521388a3e28d84982800e760c7d319a6a2d92fecdf4afb9dbbc6ec
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_182.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_182.jpg,5c943b5ba9cafafcbb1e5dc66f258762d0d747504cc3cdada79b2feb8e512ad9
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_183.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_183.jpg,2a7c986ded89bd9c1e961cfd011d82fd6890186177d516fc5fa254d2e586fec4
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_184.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_184.jpg,d29f95184370e281a21d33da2a4df0d02c5616ca3f5ba60b95eea58856c403f6
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_185.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_185.jpg,737f813298fbe692a86784ccf2b5c7b2589c7d96fbd115cfa40308b38700f021
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_186.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_179.jpg,f56cc4f4aa34bf8a289365b3046ed34822ad0b15f2c452c41304a98ae85973e9
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_19.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_19.jpg,f40916e1dbed8e981cd9ec812185c74b75061913e0113060be4cd203476cc2b5
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_2.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_2.jpg,5f8e599a084ae0ab26696df010feb95eac9f1881fa61c5c290f46aa37402e368
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_20.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_29.jpg,7d513b2c55e247d823bf9da018b53e27f7321eeee7d00d1c3530a636032d0060
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_21.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_21.jpg,13c5293c19e402c58e17a764db65a4df65a23640166fa6ed91f45f631e49caa3
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_22.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_33.jpg,c1aca8635617a17781e342a07b13eb908818714dfd033cb056e2f35bdf3480e1
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_23.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_23.jpg,e77fa4789294b0442550473b46fb6da002d6d89c1a9acc7d57773a7e4899b1b7
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_24.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_24.jpg,52170b06960617ac3cde2459ca6bb867ed257a285808555800e0fa164e2335b7
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_25.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_25.jpg,f05cedaa54455d8d6202b22c6cfeff190a575133cb2a26c53995cff248880dab
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_26.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_26.jpg,f41fa6b953f39344645a64936eeabd42447b79533754875a297710801f2ffe73
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_27.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_27.jpg,f9288f370a1ff13172f1bebf33359e7501e77195c5f5c9e1f606447217250504
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_28.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_28.jpg,0cda28d7fae5a64340383a142f4582490f3815f7dec4576d1efc70e812b9ca3b
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_29.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_29.jpg,8d5d95dda1afd16cb02cee975fb1ba1183569495a42683a3f58900f2a768dd46
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_3.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\normal\Normal_3.jpg,03bb632bb86b77d5f6f5575913b5af2f4e433a556aac2f1a50eac2f8e9991403
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_30.jpg,dataset3,normal,data\raw\dataset2\osteoporosis\normal\Normal_59.jpg,5272aca7e58e0be3cba5c07c8364344ace5ff376d81614ba93edcf9b53ec79b4
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_31.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_31.jpg,bf9cd160eaf7d9630c8b17f954e2f89d9cd9b3edba6a42d910293e8b1aa02980
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_32.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_32.jpg,bc88f9c1926dc99fa7b1870f74197b364f1596510b52fdd0e57464b47d90de40
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_33.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_33.jpg,ac0e2d507919132a210580d2f6cd9a63f12d3f5f7d7a38625f0104aecf494386
data\raw\dataset3\Osteoporosis Knee Dataset\Osteoporosis\Osteoporosis_34.jpg,dataset3,osteoporosis,data\raw\dataset2\osteoporosis\osteoporosis\Osteoporosis_34.jpg,608e6811596e363f1cc10c3f143eb2bdd3b63b16f19974beb3da4e7500144be8
